active,passive,verb,bad,exclude,match
The dog detested the loud fireworks.  ,The loud fireworks were detested by the dog.,detest,,,TRUE
The passenger detested the cramped seat.  ,The cramped seat was detested by the passenger.,detest,,,TRUE
The neighbor detested the constant noise.  ,The constant noise was detested by the neighbor.,detest,,,TRUE
The child disliked the broccoli.,The broccoli was disliked by the child.,dislike,,,TRUE
The teacher disliked the student's excuses.,The student's excuses were disliked by the teacher.,dislike,,,TRUE
The audience disliked the performance.,The performance was disliked by the audience.,dislike,,,TRUE
The cat disliked the rain.,The rain was disliked by the cat.,dislike,,,TRUE
The book club disliked the novel.,The novel was disliked by the book club.,dislike,,,TRUE
The dog disliked the loud noise.,The loud noise was disliked by the dog.,dislike,,,TRUE
The critics disliked the film.,The film was disliked by the critics.,dislike,,,TRUE
The team disliked the referee's decision.,The referee's decision was disliked by the team.,dislike,,,TRUE
The customer disliked the service.,The service was disliked by the customer.,dislike,,,TRUE
The detective distrusted the suspect.,The suspect was distrusted by the detective.,distrust,,,TRUE
The community distrusted the politician.,The politician was distrusted by the community.,distrust,,,TRUE
The friend distrusted the rumors.,The rumors were distrusted by the friend.,distrust,,,TRUE
The customer distrusted the sales pitch.,The sales pitch was distrusted by the customer.,distrust,,,TRUE
The scientist distrusted the results.,The results were distrusted by the scientist.,distrust,,,TRUE
The manager distrusted the employee.,The employee was distrusted by the manager.,distrust,,,TRUE
The historian distrusted the source.,The source was distrusted by the historian.,distrust,,,TRUE
The family distrusted the new neighbor.,The new neighbor was distrusted by the family.,distrust,,,TRUE
The journalist distrusted the official statement.,The official statement was distrusted by the journalist.,distrust,,,TRUE
The child dreaded the thunderstorm.  ,The thunderstorm was dreaded by the child.,dread,,,TRUE
The student dreaded the exam.  ,The exam was dreaded by the student.,dread,,,TRUE
The employee dreaded the meeting.  ,The meeting was dreaded by the employee.,dread,,,TRUE
The teacher dreaded the parent-teacher conference.  ,The parent-teacher conference was dreaded by the teacher.,dread,,,TRUE
The athlete dreaded the competition.  ,The competition was dreaded by the athlete.,dread,,,TRUE
The dog dreaded the vet visit.  ,The vet visit was dreaded by the dog.,dread,,,TRUE
The artist dreaded the critique.  ,The critique was dreaded by the artist.,dread,,,TRUE
The family dreaded the long journey.  ,The long journey was dreaded by the family.,dread,,,TRUE
The traveler dreaded the flight delay.  ,The flight delay was dreaded by the traveler.,dread,,,TRUE
The artist envied the success of her rival.,The success of her rival was envied by the artist.,envy,,,TRUE
The student envied the grades of his classmates.,The grades of his classmates were envied by the student.,envy,,,TRUE
The neighbor envied the garden of the family next door.,The garden of the family next door was envied by the neighbor.,envy,,,TRUE
The athlete envied the accolades received by the champion.,The accolades received by the champion were envied by the athlete.,envy,,,TRUE
The employee envied the position of his colleague.,The position of his colleague was envied by the employee.,envy,,,TRUE
The child envied the toys of his friends.,The toys of his friends were envied by the child.,envy,,,TRUE
The author envied the popularity of the bestseller.,The popularity of the bestseller was envied by the author.,envy,,,TRUE
The musician envied the talent of the prodigy.,The talent of the prodigy was envied by the musician.,envy,,,TRUE
The chef envied the reviews given to the competitor.,The reviews given to the competitor were envied by the chef.,envy,,,TRUE
The child feared the dark.,The dark was feared by the child.,fear,,,TRUE
The lion feared the storm.,The storm was feared by the lion.,fear,,,TRUE
The teacher feared the exam.,The exam was feared by the teacher.,fear,,,TRUE
The dog feared the thunder.,The thunder was feared by the dog.,fear,,,TRUE
The athlete feared the competition.,The competition was feared by the athlete.,fear,,,TRUE
The artist feared rejection.,Rejection was feared by the artist.,fear,,,TRUE
The soldier feared the enemy.,The enemy was feared by the soldier.,fear,,,TRUE
The bird feared the cat.,The cat was feared by the bird.,fear,,,TRUE
The teacher hated the noise.,The noise was hated by the teacher.,hate,,,TRUE
The girl hated the vegetables.,The vegetables were hated by the girl.,hate,,,TRUE
The dog hated the thunder.,The thunder was hated by the dog.,hate,,,TRUE
The neighbor hated the fireworks.,The fireworks were hated by the neighbor.,hate,,,TRUE
The artist hated the criticism.,The criticism was hated by the artist.,hate,,,TRUE
The child hated the broccoli.,The broccoli was hated by the child.,hate,,,TRUE
The athlete hated the defeat.,The defeat was hated by the athlete.,hate,,,TRUE
The moviegoer hated the film.,The film was hated by the moviegoer.,hate,,,TRUE
The author hated the edits.,The edits were hated by the author.,hate,,,TRUE
The critic loathed the film.  ,The film was loathed by the critic.,loathe,,,TRUE
Many students loathed the homework.  ,The homework was loathed by many students.,loathe,,,TRUE
The audience loathed the performance.  ,The performance was loathed by the audience.,loathe,,,TRUE
Historians loathed the misinterpretation.  ,The misinterpretation was loathed by historians.,loathe,,,TRUE
The artist loathed the feedback.  ,The feedback was loathed by the artist.,loathe,,,TRUE
Some people loathed the new policy.  ,The new policy was loathed by some people.,loathe,,,TRUE
The child loathed the dentist visit.  ,The dentist visit was loathed by the child.,loathe,,,TRUE
The employee resented the decision.,The decision was resented by the employee.,resent,,,TRUE
The child resented the punishment.,The punishment was resented by the child.,resent,,,TRUE
The neighbor resented the loud music.,The loud music was resented by the neighbor.,resent,,,TRUE
The student resented the teacher's comments.,The teacher's comments were resented by the student.,resent,,,TRUE
The player resented the unfair treatment.,The unfair treatment was resented by the player.,resent,,,TRUE
The partner resented the lack of communication.,The lack of communication was resented by the partner.,resent,,,TRUE
The community resented the new regulations.,The new regulations were resented by the community.,resent,,,TRUE
The friend resented the broken promise.,The broken promise was resented by the friend.,resent,,,TRUE
The artist resented the criticism.,The criticism was resented by the artist.,resent,,,TRUE
The scientist detected the anomaly.,The anomaly was detected by the scientist.,detect,,,TRUE
A dog detected the scent.,The scent was detected by a dog.,detect,,,TRUE
The inspectors detected the contamination.,The contamination was detected by the inspectors.,detect,,,TRUE
An expert detected the mistake.,The mistake was detected by an expert.,detect,,,TRUE
The system detected the error.,The error was detected by the system.,detect,,,TRUE
The team detected the movement.,The movement was detected by the team.,detect,,,TRUE
The detective discerned the hidden meaning.  ,The hidden meaning was discerned by the detective.,discern,,,TRUE
The artist discerned the subtle differences.  ,The subtle differences were discerned by the artist.,discern,,,TRUE
The analyst discerned the market trends.  ,The market trends were discerned by the analyst.,discern,,,TRUE
The observer discerned the faint signal.  ,The faint signal was discerned by the observer.,discern,,,TRUE
The critic discerned the flaws in the performance.  ,The flaws in the performance were discerned by the critic.,discern,,,TRUE
The researcher discerned the crucial details.  ,The crucial details were discerned by the researcher.,discern,,,TRUE
The artist felt the vibrant colors.  ,The vibrant colors were felt by the artist.,feel,,,TRUE
The teacher felt the students' excitement.  ,The students' excitement was felt by the teacher.,feel,,,TRUE
The doctor felt the patient's pulse.  ,The patient's pulse was felt by the doctor.,feel,,,TRUE
The musician felt the crowd's energy.  ,The crowd's energy was felt by the musician.,feel,,,TRUE
The gardener felt the warm soil.  ,The warm soil was felt by the gardener.,feel,,,TRUE
The chef felt the spices' heat.  ,The spices' heat was felt by the chef.,feel,,,TRUE
The chef tasted the soup.,The soup was tasted by the chef.,taste,,,TRUE
The child tasted the ice cream.,The ice cream was tasted by the child.,taste,,,TRUE
The critic tasted the wine.,The wine was tasted by the critic.,taste,,,TRUE
The teacher tasted the cake.,The cake was tasted by the teacher.,taste,,,TRUE
The cook tasted the sauce.,The sauce was tasted by the cook.,taste,,,TRUE
The grandmother tasted the cookies.,The cookies were tasted by the grandmother.,taste,,,TRUE
